1368,"Verdachte aangehouden voor poging doodslag op politie-inspecteur",Main
1369,"poging doodslag op politie-inspecteur",Background
1370,"De onderzoeksrechter heeft een man aangehouden die afgelopen weekend tijdens een controle een agent aanreed",Main
1371,"een man aangehouden die afgelopen weekend tijdens een controle een agent aanreed",Background
1372,"Die werd zwaargewond naar het ziekenhuis gebracht",Background
1374,"hij zich niet aan het elektronisch toezicht hield",Background
1375,"meldt de Kortrijkse afdeling van het parket van West-Vlaanderen",Background
1376,"Speurders Dendermonde roepen op tot voorzichtigheid",Main
1377,"De speurders en de voormalige onderzoeksrechter van Dendermonde vinden dat ze met de recente onthullingen in het dossier rond de Bende van Nijvel vals beschuldigd worden",Main
1378,"Hun advocaat Walter Damen roept op om de nodige voorzichtigheid aan de dag te leggen",Background
1379,"Duikers hebben woensdag in het kanaal in Ronquières onderzoeksdaden verricht ' ter verificatie van elementen in het dossier '",Background
1381,"Tiental Turkse Belgen mag Turkije niet meer uit wegens banden met Gülenbeweging",Main
1382,"banden met Gülenbeweging",Main
1383,"HASSELT",None
1384,"Een tiental Turkse Belgen , onder wie vier Limburgers , zit momenteel vast in Turkije",Main
1385,"de Turkse autoriteiten hen een uitreisverbod hebben opgelegd",Main
1386,"banden met de Gülenbeweging",Main
1388,"Eén van de Limburgers is een vrouw die al sinds de zomer Turkije niet mag verlaten",Background
1389,"Hun jongste kind is amper vier jaar oud",None
1390,"Turkse rechtbank laat acht mensenrechtenactivisten voorwaardelijk vrij",Main
1391,"In Turkije heeft een rechtbank acht mensenrechtenactivisten die in voorlopige hechtenis zaten voor terrorismegerelateerde beschuldigingen , vrijgelaten onder voorwaarden",Main
1392,"acht mensenrechtenactivisten die in voorlopige hechtenis zaten",Background
1393,"Onder hen de Duitser Peter Steudtner , de Zweed Ali Gharavi en de directrice van de Turkse tak van Amnesty International ( AI ) , Idil Eser",None
1395,"Het proces wordt in november voortgezet",Background
1396,"Catalaanse minister-president koopt tijd",Main
1397,"De Catalaanse minister-president Carles Puigdemont heeft dan toch geen vervroegde verkiezingen uitgeroepen",Main
1398,"Dat was nochtans eerder op de dag aangekondigd door het Catalaanse persagentschap Catalan News",Background
1399,"Open Vld pleit voor uitstel nieuwe eindtermen",Main
1400,"Ook meerderheidspartij Open Vld wil de invoering van de nieuwe eindtermen met een jaar uitstellen tot 1 september 2019",Main
1402,"De Ro noemt het akkoord in de meerderheid over de eindtermen een eerste belangrijke stap , maar geeft toe dat zijn partij graag verder had willen gaan",None
1403,"De liberaal betreurt ook dat er politieke spelletjes gespeeld worden over het dossier",None
1404,"Rellen",Main
1405,"Keniaanse verkiezingen",Main
1406,"Op 1 september besliste het Keniaanse hooggerechtshof om de herverkiezing van president Uhuru Kenyatta op 8 augustus ongeldig te verklaren",Main
1407,"de herverkiezing van president Uhuru Kenyatta op 8 augustus",Background
1409,"In vier districten werd de stembusgang uitgesteld naar zaterdag",Background
1410,"Trump wil noodtoestand voor de publieke gezondheid uitroepen",Main
1411,"drugscrisis",Background
1412,"De Amerikaanse president Donald Trump wil",Main
1413,"de almaar ernstiger wordende crisis rond het gebruik van opioïden ( pijnstillers ) en heroïne in de VS",Background
1414,"Trump zal de bevoegde minister van Gezondheid Eric Hargan de instructie geven om een overeenkomstige verklaring op te stellen",Background
1416,"Vanaf maart 2018 beginnen de eerste jongeren die begeleid worden door Añañau , een initiatief in de buitenwijken rond het Peruviaajse Cusco van en met de Genkse Ellen Bosch , aan hun voorbereiding op het ingangsexamen voor het hoger onderwijs .",Main
1417,"een fonds dat hiervoor opgericht wordt",Background
1418,"Venezolaanse oppositie wint ' vrijheid van het denken '",Main
1419,"Het Europees Parlement reikt zijn jaarlijkse Sacharovprijs voor de vrijheid van denken dit jaar uit aan de democratische oppositie en politieke gevangenen in het Zuid-Amerikaanse Venezuela",Main
1420,"Dat hebben de fractieleiders van het halfrond donderdag aangekondigd",Background
1421,"Canadees bedrijf in afvalverwerking doet mogelijk grote investering in Antwerpen",Main
1423,"Enerkem heeft vrijdag op eigen vraag in Montréal een afspraak met het Antwerpse stadsbestuur en de top van de Antwerpse haven",Background
1424,"vrijhandel met Canada",Background
1425,"Cuba vindt geen bewijs van ' sonische aanslagen ' op diplomaten VS",Main
1426,"sonische aanslagen ' op diplomaten VS",Background
1427,"De Cubaanse autoriteiten hebben naar eigen zeggen geen aanwijzingen gevonden van een ' sonische aanslag ' waarvan diplomaten van de Verenigde Staten het slachtoffer zouden van geworden zijn",Main
1428,"een ' sonische aanslag ' waarvan diplomaten van de Verenigde Staten het slachtoffer zouden van geworden zijn",Background
1430,"Er konden geen verdachten worden opgespoord , noch personen met navenante motieven , intenties of middelen , om dergelijke acties uit te voeren , klonk het op de staatstelevisie",None
1431,"Puigdemont : ' Catalonië blijft land van vrijheid '",None
1432,"Het Catalaans Parlement heeft voor de onafhankelijkheid van hun regio gestemd",Main
1433,"Spanje neemt de controle van Catalonië over",Main
1434,"de Senaat artikel 155 heeft goedgekeurd",Background
1435,"Europese Commissie wil vergunning glyfosaat 5 jaar verlengen",Main
1437,"De EU-lidstaten buigen zich op donderdag 9 november opnieuw over het dossier",None
1438,"Catalonië roept onafhankelijkheid uit",Main
1439,"Spanje reageert onmiddellijk met berucht artikel 155",Background
1440,"Het Catalaans parlement heeft vrijdagmiddag voor onafhankelijkheid van hun regio gestemd",Main
1441,"Dat gebeurde na een geheime stemming",None
1442,"heeft de Spaanse senaat zich achter het beruchte artikel 155 geschaard",Background
1444,"Politie had streefcijfers voor arrestaties in Maximilaanpark",Main
1445,"arrestaties in Maximilaanpark",Background
1446,"De politiediensten , de overheidsdiensten van Binnenlandse Zaken en Justitie en de Dienst Vreemdelingenzaken ( DVZ ) hadden streefcijfers voor de arrestaties van migranten in het Maximiliaanpark",Main
1447,"de arrestaties van migranten in het Maximiliaanpark",Background
1448,"Dat blijkt uit de verslagen van vergaderingen die Belga en La Libre Belgique konden inkijken",None
1449,"Elk jaar kerncentralevervangen tot 2050",None
1451,"België moet van nu tot 2050 elk jaar 1.100 megawatt aan nieuwe elektriciteitscentrales bijbouwen , het equivalent van een grote kerncentrale ,",Main
1452,"Dat kost een fortuin",None
1453,"Seks- en drugsschandaal op duikboot zet Britse marine op zijn kop",Main
1454,"Seks- en drugsschandaal op duikboot",Background
1455,"In het Verenigd Koninkrijk is er heel wat ophef ontstaan over het personeel van een militaire vloot van de zeemacht",Main
1456,"Meerdere van hen hebben positief getest op drugs , en dat terwijl ze op missie waren met een nucleaire duikboot",Background
1458,"ongeluk bij attractie",Main
1459,"In Bobbejaanland is zaterdagmiddag een Antwerpse zestigplusser een drietal meter naar beneden gevallen",Main
1460,"hij de ' Aztek Express ' wou instappen",Background
1461,"Het pretpark gelast uit respect het geplande vuurwerk af",Main
1462,"Puigdemont asiel aanvraagt in België",Main
1463,"De afgezette Catalaanse minister-president Carles Puigdemont kan bij ons politiek asiel aanvragen",Main
1465,"Ongeziene massa Catalanen betoogt tegen onafhankelijkheid in Barcelona",Main
1466,"Duizenden mensen hebben zich zondag in de straten van Barcelona verzameld om te manifesteren voor de eenheid van Spanje",Main
1467,"Charles Michel aan Francken : ' Geen olie op het vuur gooien '",None
1468,"De woordvoerder van de Spaanse regeringspartij Partido Popular noemt de uitspraken van Francken over de eventuele asielaanvraag van Puigdemont ' onaanvaardbaar",Background
1469,"de uitspraken van Francken over de eventuele asielaanvraag van Puigdemont",Background
1470,"Premier Charles Michel roept zijn staatssecretaris nu tot de orde",Main
1472,"De ' Proper Strand Lopers ' hebben in hun eerste werkjaar ruim 41.000 liter vuilnis verzameld",Main
1473,"Wat begon als een Facebookgroep onder vrienden , groeide uit tot een vereniging die actief is aan de hele kust",None
1474,"Antwerpse politie neemt ' arsenaal aan stokken en staven ' in beslag",Main
1475,"rellen",Background
1476,"de rellen in de omgeving van de Brederodestraat in Antwerpen",Background
1477,"de politie voorwerpen die gebruikt werden als slagwapens in beslag genomen",Main
1479,"Belgische advocaat aangesteld als zijn raadsman",Main
1480,"De afgezette Catalaanse minister-president Carles Puigdemont is wel degelijk in ons land",None
1481,"Hij had maandagmiddag een gesprek met advocaat Paul Bekaert",Background
1482,"die hij heeft aangesteld als zijn raadsman",Main
1483,"Of Puigdemont informeerde naar de mogelijkheden om asiel aan te vragen in België , kan de advocaat omwille van zijn beroepsgeheim niet bevestigen",Background
1484,"Puigdemont niet naar België op uitnodiging van N-VA",Main
1486,"Dat werd bevestigd aan de redactie van De Standaard",Background
1487,"Als Puigdemont in Brussel is , dan is dat zeker niet op uitnodiging van de N-VA",Main
1488,"Tot vijf jaar cel voor gewapende overval op cateringbedrijf in Aartselaar",Main
1489,"De correctionele rechtbank van Antwerpen heeft twee mannen uit Brussel veroordeeld voor de overval op een cateringbedrijf in Aartselaar .",Main
1490,"Mohamed Y. kreeg vijf jaar cel",Main
1491,"Ilyas S. ( 27 ) vier jaar , waarvan dertig maanden effectief",Main
1493,"Boetes",Background
1494,"celstraffen",Background
1495,"publieke vernederingen in de krant en op de nationale radio",Background
1496,"Rwanda treedt ongemeen hard op tegen wie betrapt wordt met een plastic zakje in zijn bezit",Main
1497,"Aan de grens wordt er even hard naar gezocht als naar drugs , wapens en diamanten",Background
1498,"Puigdemont neemt Belgische advocaat in de arm",Main
1500,"Hij had maandagmiddag een gesprek met advocaat Paul Bekaert",Main
1501,"Paul Bekaert , die hij heeft aangesteld als zijn raadsman",Main
1502,"Of Puigdemont informeerde naar de mogelijkheden om asiel aan te vragen in België , kan de advocaat omwille van zijn beroepsgeheim niet bevestigen",Background
1503,"Puigdemont informeerde naar de mogelijkheden om asiel aan te vragen in België",Background
1504,"Spaanse regering twijfelt aan slaagkansen asielaanvraag Puigdemont",Main
1505,"asielaanvraag Puigdemont",Background
1507,"een eventuele asielaanvraag door de afgezette Catalaanse minister-president Carles Puigdemont",Background
1508,"Hij bevindt zich momenteel in België",Background
1509,"Puigdemont uit te leveren",Background
1510,"Puigdemont uit te leveren",Background
1511,"kan niet uitgesloten worden dat hij politiek asiel aanvraagt",Main
1512,"Carles Puigdemont , de ex-minister-president van Catalonië , heeft tijdens een druk bijgewoonde persconferentie in Brussel gezegd dat hij geen politiek asiel zou aanvragen in België",Background
1514,"Toch wordt die optie nog niet volledig van tafel geveegd",Main
1515,"Er kan nog altijd een Europees aanhoudingsbevel worden uitgevaardigd",Main
1516,"Puigdemont nooit aangemoedigd om naar België te komen",Main
1517,"naar België te komen",Background
1518,"België heeft Carles Puigdemont nooit uitgenodigd",Main
1519,"Dat zegt premier Charles Michel",None
1521,"de afgezette Catalaanse leider",Background
1522,"Premier Michel : Puigdemont heeft zelfde rechten en plichten als elke Europese burger",Main
1523,"Eerste minister Charles Michel ( MR ) heeft voor het eerst gereageerd op de aanwezigheid van de afgezette Catalaanse minister-president Carles Puigdemont in ons land",Main
1524,"De heer Puigdemont is niet in België op uitnodiging of op initiatief van de Belgische regering",Background
1525,"Hij beschikt over dezelfde rechten en plichten als elke Europese burger , niet meer en niet minder , is hij stellig .",Main
1526,"Catalaanse leider Puigdemont moet eind deze week voor Spaanse rechter verschijnen",Main
1528,"Dat heeft het Spaanse gerecht dinsdag geoordeeld",None
1529,"Ook de andere gewezen ministers zullen zich dan moeten verantwoorden",Background
1530,"Jongeren die nacht in cel doorbrachten schilderen cellen van Antwerpse jeugdrechtbank",Main
1531,"Twee cellen van de jeugdrechtbank in Antwerpen krijgen tijdens de herfstvakantie een hippe makeover",Background
1532,"Twee jonge vrouwen die ooit zelf een nacht in een politiecel moesten doorbrengen , schilderen mooie taferelen op de grauwe , volgekladde muren",Main
1533,"Ze willen met hun ontwerpen het verblijf van de jongeren wat draaglijker maken",Background
1535,"onverwachte bijwerking",Main
1536,"De fusie Deinze-Nevele en het huwelijk tussen Lovendegem , Waarschoot en Zomergem",Background
1537,"verregaande gevolgen voor politiezone LoWaZoNe",Main
1538,"Die zone valt deels uit elkaar",Main
1539,"Facebook , Twitter en Google voor het blok gezet",None
1540,"we hebben provocerende boodschappen van Russische oorsprong doorgegeven",Main
1542,"de problemen zijn aangepakt",Background
1543,"Die boodschap hadden drie grote technologiebedrijven voor de Amerikaanse politiek",Main
1544,"Dominique Deckmyn",None
1545,"Afgezette Catalaanse ministers aangekomen op rechtbank",Background
1546,"Afgezette Catalaanse ministers",Background
1547,"zonder Puigdemont",Main
1549,"de afgezette Catalaanse minister-president Carles Puigdemont is daar niet bij",Main
1550,"de afgezette Catalaanse minister-president Carles Puigdemont",Background
1551,"Dat had zijn Belgische advocaat Paul Bekaert woensdagavond ook al bekendgemaakt op de Catalaanse publieke omroep",None
1552,"Puigdemont zou verhoord worden in België",Background
1553,"# MeToo maakt Theresa May nog eenzamer",None
1554,"Een vertrouweling moest opstappen",Main
1556,"Merkel opnieuw machtigste vrouw ter wereld",None
1557,"Forbes heeft de Duitse bondskanselier Angela Merkel voor de zevende keer op rij uitgeroepen tot machtigste vrouw van de wereld",Main
1558,"IS executeerde 741 burgers tijdens beleg van Mosoel",Main
1559,"Leden van de terreurorganisatie Islamitische Staat ( IS ) hebben 741 burgers standrechtelijk geëxecuteerd tijdens de belegering van Mosoel",Main
1560,"de op een na grootste stad van het land die in juli na negen maanden durende gevechten door het Iraakse leger werd bevrijd",Background
1561,"IS executeerde 741 burgers tijdens beleg van Mosul",Main
1563,"Dat deelde de VN donderdag in Genève mee",Main
1564,"Bourgeois vindt aanhoudingsbevel Puigdemont meer dan een brug te ver",None
1565,"de beslissing van het Spaanse gerecht om de afgezette Catalaanse regering op te sluiten",Main
1566,"een aanhoudingsbevel uit te vaardigen tegen de vijf leden van dat kabinet",Main
1567,"Democratisch verkozen regeringsleiders laten opsluiten",Main
1568,"Hij roept de Europese Unie op actie te ondernemen",Background
1570,"Het Spaanse gerecht wil de Catalaanse ex-minister-president Carles Puigdemont terug naar Spanje halen",Main
1571,"Volgens zijn advocaat kan de procedureslag tot twee maanden duren : dus tot na 21 december , wanneer vervroegde verkiezingen plaatsvinden in Catalonië",None
1572,"VS willen Noord-Korea opnieuw op lijst van staten die terreur steunen",Main
1573,"De Verenigde Staten overwegen om Noord-Korea opnieuw op de lijst van landen te plaatsen die het terrorisme steunen",Main
1574,"Het wil er mede op die manier voor zorgen om de nucleaire programma's van Pyongyang stop te zetten",Background
1575,"Aan de vooravond van zijn reis naar Azië zei president Donald Trump dat hij van zijn bezoek ter plaatse gebruik wil maken om Noord-Korea verder te isoleren",Background
1577,"Veilige keuze voor machtigste bankier",Main
1578,"Met Jerome ' Jay ' Powell aan het hoofd van de centrale bank , kiest president Trump voor de veilige weg",Main
1579,"Hij heeft nu wel een medestander voor de deregulering van Wall Street",Background
1580,"Francken wil verblijfsrecht gevatte terreurverdachte intrekken",Main
1581,"gevatte terreurverdachte",Background
1582,"de voortvluchtige terreurverdachte Mohamed Saouti na een vlucht van drie maanden opgepakt is",Background
1584,"De intrekking daarvan wordt opgestart ' , meldt staatssecretaris voor Asiel en Migratie Theo Francken",Main
1585,"Komt Berlusconi weer in beeld ?",None
1586,"Zondag stemt de regio Sicilië",Main
1587,"Komt Berlusconi weer in beeld ?",None
1588,"Of wint Grillo deze generale repetitie ?",None
1589,"De alles grijpende tentakels van Alibaba",None
1591,"Oprichter Jack Ma bouwt aan een wereldimperium",Background
1592,"nieuwe burgeroorlog",Main
1593,"WASHINGTON",None
1594,"Het begon eind september met geruchten op extreemrechtse sites en sociale media",Background
1595,"Vandaag start volgens ' alt-right ' , een extreemrechtse Amerikaanse organisatie , een nieuwe burgeroorlog in de VS , opgezet door wat ze antifascistische hordes of ' antifa ' noemen",Main
1596,"Meer dan 1.000 kilo cocaïne met bestemming Antwerpen onderschept in Brazilië",Main
1598,"In de haven van Santos , in het zuidoosten van Brazilië , heeft de douane meer dan een ton cocaïne onderschept",Main
1599,"een lading met bestemming Antwerpen",Background
1600,"Puigdemont bereid tot volledige medewerking met Belgische justitie",None
1601,"Federaal parket heeft aanhoudingsbevel voor Puigdemont en co ontvangen",Main
1602,"Wat nu ?",None
1603,"Het federaal parket heeft de Europese aanhoudingsbevelen voor de afgezette Catalaanse leider Carles Puigdemont en vier van zijn ministers goed en wel ontvangen",Main
1605,"hun overlevering aan Spanje",Background
1606,"In een Nederlandstalige tweet liet Puigdemont zaterdag weten bereid te zijn tot volledige medewerking met de Belgische justitie",None
1607,"Arrestaties Puigdemont en co. zullen komende uren plaatsvinden",Main
1608,"is de arrestatie van de afgezette Catalaanse voorman en zijn vier ministers nakend",Main
1609,"de afgezette Catalaanse voorman",Background
1610,"Maar parketwoordvoerder Gilles Dejemeppe spreekt dat tegen",None
1612,"Volg hier om 14 uur de persconferentie",None
1613,"de Catalaanse kwestie",Background
1614,"de Catalaanse kwestie",Background
1615,"heeft hij vragen over het Spaanse politieoptreden en de rol die Europa momenteel speelt",Main
1616,"Madrid is te ver gegaan , waar blijft Europa ?",None
1617,"Louvre in Abu Dhabi opent zaterdag eindelijk de deuren",Main
1619,"De peperdure ' museumstad ' aan en in het water",Background
1620,"Turkse premier gaat naar VS na visarel",Main
1621,"De Turkse premier Binali Yildirim gaat van 7 tot 11 november naar de Verenigde Staten voor een ontmoeting met de Amerikaanse vicepresident Mike Pence",Main
1622,"De Turkse premier Binali Yildirim gaat van 7 tot 11 november naar de Verenigde Staten",Main
1623,"Er zal onder meer worden gepraat over de problemen met de visa-uitreiking tussen beide landen",Background
1624,"Paradise Papers onthullen nieuwe belastingparadijzen en banden Trump en Rusland",Main
1626,"De papers onthullen zakelijke banden tussen de entourage van president Trump en Rusland , en legt geheimen bloot van grote bedrijven , politici , wereldsterren , en zelfs de Britse queen",Main
1627,"Buren achtervolgden dader schietpartij in Texas tijdens vlucht",Main
1628,"schietpartij in Texas",Background
1629,"schietpartij in Texas",Background
1630,"De man die 26 mensen doodschoot in en rond een kerk in Texas kwam zelf om het leven",Background
1631,"De man die 26 mensen doodschoot in en rond een kerk in Texas",Background
1633,"een korte achtervolging",Main
1634,"Buurtbewoners vertellen hoe ze de man achterna zaten",Background
1635,"ze de man achterna zaten",Main
1636,"Spaanse regering razend op Jambon",Main
1637,"Vicepremier Jan Jambon ( N-VA ) doorbreekt de stilte over de Catalaanse kwestie",Background
1638,"de Catalaanse kwestie",Background
1640,"Opmerkingen die in Spanje in het verkeerde keelgat schieten",Main
1641,"Man ( 19 ) overleden",Main
1642,"zwaar verkeersongeval op E34",Background
1643,"Op de E34 richting Nederland is zondagnacht ter hoogte van Oud-Turnhout een zwaar ongeval gebeurd",Background
1644,"werd zwaargewond afgevoerd naar het ziekenhuis",Background
1645,"Het 19-jarige slachtoffer uit Retie is zondagnacht bezweken aan zijn verwondingen",Main
1647,"De verdachte van de dodelijke schietpartij in Texas is de 26-jarige Devin Patrick Kelley",Main
1648,"de dodelijke schietpartij in Texas",Background
1649,"Hij",Background
1650,"hij zijn vrouw en kind had geslagen",Background
1651,"Minstens 61 doden door taifoen Damrey in Vietnam",Main
1652,"De in Vietnam razende taifoen Damrey heeft tot dusver aan 61 mensen het leven gekost",Main
1654,"Ze spraken van een van de zwaarste stormen van de afgelopen jaren",None
1655,"De zuidelijke kustprovincie Khanh Hoa werd bijzonder zwaar getroffen",Background
1656,"Alleen al daar werden 23 doden gemeld",Background
1657,"Voor de komende dagen worden bijkomende zware neerslag en overstromingen verwacht",None
1658,"Damrey zelf zal volgens meteorologen afgezwakt naar Cambodja verder trekken",Background
1659,"Gelukkig kón iemand terugschieten",None
1661,"Voorstanders wapenbezit juichen held toe",Main
1662,"held toe die dader kerkbloedbad stopte",Main
1663,"kerkbloedbad",Background
1664,"Stephen Willeford , de loodgieter uit het prairiedorpje Sutherland Springs die moordenaar Devin Kelley onder vuur nam toen die de kerk uitging",Main
1665,"Zijn actie is koren op de molen voor tegenstanders van strengere wapenwetten , Donald Trump voorop",None
1666,"Hun mantra : meer wapens houden meer dolle schutters tegen",None
1668,"Michel fluit Jambon niet terug",Main
1669,"Catalaanse kwestie - Ook al zijn meerderheidspartijen niet gediend met uitspraken N-VA-vicepremier",None
1670,"Premier Michel belooft om morgen in het parlement alle vragen over Catalonië te beantwoorden",Main
1671,"Daarmee wil hij het Catalaanse conflict , dat zijn regering al meer heeft vergiftigd dan hem lief is , weer onder controle krijgen",None
1672,"zijn openlijke aanval op de Spaanse regering",Background
1673,"Stoere verklaringen helpen de dialoog niet vooruit , zegt CD & V-voorzitter Beke",None
1675,"De nieuwe fusiegemeente , gevormd door Kruishoutem en Zingem , krijgt de naam ' Kruisem",Background
1676,"gevormd door Kruishoutem en Zingem",Main
1677,"Dat is de naam die succesauteur Marc de Bel dertig jaar geleden al in zijn eerste boek ' Het ei van oom Trotter ' aan zijn Kruishoutem gaf",Background
1678,"De democratie zelf staat op het spel",None
1679,"De Spaanse staat heeft op een ondemocratische en onwettige manier ingegrepen in Catalonië , zegt Carles Puigdemont",Background
1680,"De Spaanse staat heeft op een ondemocratische en onwettige manier ingegrepen in Catalonië",Main
1682,"Roep om méér wapens na schiet-partij in Texas",Background
1683,"Devin Kelley ( foto ) , de ex-militair die zondag 26 kerkgangers vermoordde in de First Baptist Church in Sutherland Springs , werd in zijn dodelijke raid gestopt door Stephen Willeford , een inwoner van het dorpje",Main
1684,"Devin Kelley ( foto ) , de ex-militair die zondag 26 kerkgangers vermoordde in de First Baptist Church in Sutherland Springs",Main
1685,"Die nam de schutter onder vuur",Background
1686,"joeg hem zo op de vlucht",Background
1687,"Kelley werd later dood teruggevonden door de politie",Background
1689,"schiet-partij in Texas",Background
1690,"Devin Kelley ( foto ) , de ex-militair die zondag 26 kerkgangers vermoordde in de First Baptist Church in Sutherland Springs",Main
1691,"werd in zijn dodelijke raid gestopt door Stephen Willeford , een inwoner van het dorpje",Main
1692,"Die nam de schutter onder vuur",Background
1693,"joeg hem zo op de vlucht",Background
1694,"Kelley werd later dood teruggevonden door de politie",Background
1696,"4.000 bierflesjes per dag ?",None
1697,"Te veel voor handen alleen",None
1698,"Provincie geeft 20.000 euro subsidie voor machine in sociale werkplaats Gandae",Main
1699,"Brouwerij Van Steenberge uit Ertvelde groeit zo hard",Background
1700,"in de sociale werkplaats Gandae in de Gentse haven nauwelijks kunnen volgen",Background
1701,"hulp in de vorm van een speciale machine die helpt om de ' jasjes ' van flesjes Gulden Draak te verwijderen .",Main
1703,"De Provincie pompt 20.000 euro in het innovatieve project",Main
1704,"Minstens 69 doden na doortocht van taifoen Damrey in Vietnam",Main
1705,"Het aantal doden na de doortocht van taifoen Damrey in Vietnam is naar 69 gestegen",Main
1706,"zware neerslag het land blijft teisteren",Background
1707,"Er worden ook nog 30 mensen vermist",Background
1708,"Eerder al was sprake van een van de zwaarste stormen van de afgelopen jaren",None
1710,"De Europese ministers van Financiën willen volgende maand een akkoord bereiken over een zwarte lijst van belastingparadijzen",Main
1711,"Dat is dinsdag gebleken na een bijeenkomst in Brussel",Background
1712,"een nieuwe stroom onthullingen over bedrijven en gefortuneerde mensen die belastingen proberen te ontwijken via offshore constructies",Background
1713,"Van Overtveldt kritisch voor Spanje",Main
1714,"mensen in een democratisch land in de gevangenis zitten",Background
1715,"de Catalaanse kwestie",Background
1717,"Goudklompje bij elke Turkse bevalling is verliesoperatie",None
1718,"BERINGEN",None
1719,"volgens Zeynep Erygit , nationaal voorzitster van de Turkse vrouwengroep UETD , krijgt elke Turkse moeder , waar ook ter wereld , bij haar bevalling een goudklompje van de Turkse president Erdogan",Background
1720,"krijgt elke Turkse moeder , waar ook ter wereld , bij haar bevalling een goudklompje van de Turkse president Erdogan",Main
1721,"Die maakt met de geboortepremie een verkiezingsbelofte waar",None
1722,"Maar het blijkt niet al goud te zijn wat er blinkt",None
1724,"Mysterieus wit poeder zaait onrust in Genk-Zuid",Main
1725,"In Genk-Zuid hebben buurtbewoners dezer dagen last van een neerdwarrelend wit poeder .",Main
1726,"Waar het vandaan komt , staat nog niet vast",None
1727,"Al hebben enkele bewoners wel een vermoeden",None
1728,"Als het regent , wordt het poeder een kleverig papje dat moeilijk te verwijderen is",None
1729,"De stad Genk start een onderzoek",Background
1731,"De Blasio herverkozen als burgemeester New York",Main
1732,"In de Amerikaanse staten Virginia en New Jersey haalt bij de gouverneursverkiezingen telkens een Democraat de bovenhand",Main
1733,"In New York blijft de Democraat Bill de Blasio de komende vier jaar burgemeester",Main
1734,"Hij werd dinsdag met een duidelijke meerderheid herverkozen",Main
1735,"Trump waarschuwt Noord-Korea",Main
1736,"Amerikaans president Donald Trump heeft woensdag het getikte regime in Noord-Korea gewaarschuwd",Main
1738,"hij Pyongyang oproept om zijn nucleair programma te laten varen",Background
1739,"Democraten winnen gouverneursverkiezingen in Virginia en New",Background
1740,"De Blasio herverkozen als burgemeester New York",Main
1741,"In de Amerikaanse staten Virginia en New Jersey haalt bij de gouverneursverkiezingen telkens een Democraat de bovenhand",Background
1742,"In New York blijft de Democraat Bill de Blasio de komende vier jaar burgemeester",Main
1743,"Hij werd dinsdag met een duidelijke meerderheid herverkozen",Main
1745,"Ik riep strijders op om zelfmoordaanslagen te plegen in België",Background
1746,"verhoor",Background
1747,"het verhoor van Tarik Jadaoun",Background
1748,"Tarik Jadaoun ( 29 ) , de Marokkaans-Belgische topterrorist die in juli krijgsgevangen is genomen in Irak",Background
1749,"De man uit Verviers , die ook wel de opvolger van ISIS-brein Abdelhamid Abaaoud werd genoemd , was op enkele jaren tijd opgeklommen tot de hoogste regionen van de terreurgroep",None
1750,"De ' nieuwe Abaaoud ' vertelt hoe hij bij IS verzeild raakte",Main
1752,"Tarik Jadaoun",Background
1753,"een verhoor door het Iraakse gerecht",Background
1754,"Britse minister neemt ontslag na omstreden trip",Main
1755,"De Britse minister voor Internationale Hulp Priti Patel neemt ontslag uit haar functie",Main
1756,"ze tijdens een reis in Israël ontmoetingen had met Israëlische verantwoordelijken zonder daarvan de regering op de hoogte te brengen",Main
1757,"ze tijdens een reis in Israël ontmoetingen had met Israëlische verantwoordelijken",Main
1759,"Spaans Grondwettelijk Hof annuleert Catalaanse onafhankelijkheidsverklaring",Main
1760,"Het Spaanse Grondwettelijk Hof heeft woensdag de Catalaanse onafhankelijkheidsverklaring geannuleerd",Main
1761,"CD & V kop van Jut in Vlaams Parlement over Catalonië",Main
1762,"Tijdens een kort maar fors debat in het Vlaams Parlement kreeg CD & V vanmiddag de wind van voren",Main
1763,"ze als enige fractie de gevangenschap van de Catalaanse ministers in Spanje niet duidelijk wilde veroordelen",Main
1764,"Ministers beloven onderzoek",Main
1766,"Het telecombedrijf blijft onwetende klanten de huur van hun vast telefoontoestel aanrekenen , ook al is het al jaren afbetaald en is een toestel huren al lang niet meer verplicht",Background
1767,"Een overheidsbedrijf moet de klant centraal stellen , niet uitmelken , aldus De Croo",Background
1768,"Rebelse minister moet ontslag indienen",Main
1769,"Minister van Ontwikkelingssamenwerking Priti Patel werd door de Britse premier Theresa May teruggeroepen van een officiële reis in Afrika",Background
1770,"Thuis moest ze haar ontslag geven",Main
1771,"Oververhitting dreigt in Duitsland",Main
1773,"de hoogconjunctuur",Background
1774,"Dieven stelen diagnosetoestellen , bestelwagen en sigaretten bij garage",Main
1775,"Het gaat hier over heel wat centen",Background
1776,"Inbrekers hebben dinsdagnacht toegeslagen bij garage Borremans aan de Rijksweg in Bornem",Main
1777,"Ze gingen aan de haal met de pas geleverde voorraad sigaretten , maar ook met enkele diagnosetoestellen en zelfs een bestelwagen",Main
1778,"De waarde van de buit loopt in de vele tienduizenden euro's",Background
1780,"De Colombiaanse politie heeft 12 ton cocaïne in beslag genomen , de grootste hoeveelheid ooit tijdens één enkele operatie",Main
1781,"Dat heeft de president van het Zuid-Amerikaanse land , Juan Manuel Santos , woensdag bekendgemaakt",Background
